Bar,Beer,Type,Price
The Earl Of Osbourne,Honey Red,beer,13.56215667
Cafe Rene,Ice Light,beer,10.74092888
O'Malley's Bar,Garry Dark Ale,beer,15.87877497
Quark's,Mozzarella Sticks,food,8.11
Joe's,Decadent,beer,13.19329632
The Bada Bing,Chesterfield Ale,beer,12.27100842
Mama Chow's Fine Dining,Extra Stout,beer,11.7160949
The Last Chance Saloon,Pale Rider,beer,9.645239366
The Pool Hall,Mad Elf,beer,9.412889899
Underworld Tavern,Hefe-Weizen Dunkel,beer,16.11059948
Dead Man's Drink,Lager Beer,beer,9.893696997
Poison,Hot wings,food,11.6
Cooper's,Weizen-Eisbock,beer,11.21464158
Salieri's Bar,Wisconsin Amber,beer,12.59439024
Crab Shack,Honey Weiss,beer,13.1186049
Joe's,Chocolate Stout,beer,11.31996597
The Railway Arms,Lambic,beer,11.75077268
Copacabana,Spotted Cow Ale,beer,8.107218187
McAnally's,Mad Elf,beer,10.4128899
Y Deri Arms,Rider Ale,beer,14.84649456
Scarlet Raven Tavern,Einbock,beer,9.673930649
Mama Chow's Fine Dining,Red Irish Ale,beer,10.47627984
The Cat & Fiddle,Ommegeddon,beer,11.45135069
Copa,Winter Skål,beer,16.4299418
Quark's,Brutal Bitter,beer,12.60861447
The Brick,Winter Ale,beer,10.27102832
The Count's Arms,Apple Ale,beer,12.91521934
Deville,90 Minute Imperial IPA,beer,11.99692124
Korova Milk Bar,Red Jack,beer,14.33124331
Brady Pub,Lovers Beer,beer,10.77073929
The Ivy Bush,Two Hearted Ale,beer,15.81686514
Boobies,Signature Pilsner,beer,16.37171549
Dal Riata,Pale Beer,beer,14.14944704
The Silver Dollar Saloon,Lemon Hooch,beer,14.92000633
Rowlf's Tavern,Belgian Style Dubbel,beer,8.062576799
The Tropicana,Chips,food,11.78
Mama Chow's Fine Dining,Road Dog Scottish Porter,beer,12.48947722
Salty Sailor Tavern,Ice Light,beer,13.74092888
The Pilgrim's Rest,Auburn Ale,beer,12.63551019
Dagmar,Straight Arrow Ale,beer,15.06784324
The Tall Ship,Extra Stout,beer,13.7160949
Noah's Bar,Edel-Pils,beer,15.27459209
Grilby's,Bear Irish Red,beer,13.19918483
Dugout Inn,Illumination Double IPA,beer,12.19501123
The Crazy Cock,Burton Baton,beer,11.69357612
The Elephant,Blithering Idiot,beer,12.75647226
Vardi's,Saint Bridget's Porter,beer,12.2801891
Silver,Hot wings,food,9.6
Low Point,Quesadillas,food,9.79
Kavanagh's Irish Pub,Chocolate Stout,beer,10.31996597
Frostfruit Inn,Macaroni and Cheese,food,8.42
The Admiral Benbow Inn,River Porter,beer,13.79436462
The Bada Bing,Summer Brew,beer,13.56778006
Louie's,Steam,beer,12.78547807
The Tropicana,Mad Elf,beer,12.4128899
The Pilgrim's Rest,Buck German Alt,beer,13.87699243
The Old Haunt,Witte,beer,11.70001537
The Rose & Crown,London Pride,beer,11.57636677
John McRory's Place,Uber Pils,beer,10.75119071
John McRory's Place,Beer,beer,13.63541994
The Sole Regret,Summerfest,beer,10.60933244
The Silver Dollar Saloon,Yeti Oak Aged Imperial Stout,beer,15.6749208
Old Prospector Saloon,Blonde Lager,beer,12.09665518
Pedro McKinnon,River Vienna Lager,beer,14.3654341
The Bada Bing,Bavarian Lager,beer,11.32872313
Elfsong Tavern,Brutal Bitter,beer,14.60861447
Jack Rabbit Slim's,Mild Ale,beer,11.67517139
The Winchester Tavern,Brau Kolsch,beer,8.035781613
Dino's Bar and Grill,Uff-da Bock,beer,12.73244762
Grilby's,Burly Brown,beer,15.08692871
The Feed Bag,Black Label,beer,16.4025626
The Pilgrim's Rest,Best,beer,15.78183144
The Oblivion Bar,Brewmaster's Select,beer,9.900634597
Romanoff's,High Life Light,beer,13.7291037
The Lion and Unicorn,Woodstock Wheat,beer,11.58659834
Korova Milk Bar,Hibernator,beer,12.55060219
Maxwell's Nightclub,Troegenator Doppelbock,beer,15.76984901
The Last Chance Saloon,Ridge Bock Oktoberfest,beer,11.85454421
The Winking Skeever,Select,beer,12.23710197
Rowlf's Tavern,Calibogue Amber,beer,8.873351202
The Rose & Thorn,312 Urban Wheat Ale,beer,14.08499712
Kennedy's,Special Pilsner,beer,15.32823651
Maccadam's Old Oil House,Pretzel,food,10.04
Gallow's End Tavern,Autumn Lager,beer,11.70162507
Tabard,Lauritz Pilsner,beer,14.66559826
The Moonrakers,Broken Halo IPA,beer,10.46990325
The Cap & Bell,Eye of the Hawk Ale,beer,9.866459648
The Ballroom,Black Mocha Stout,beer,12.17523294
Silver,Schwarze Weisse,beer,13.62721886
Pedro McKinnon,de Charleroi White Ale,beer,14.89772159
Copa,Bière Farmhouse Ale,beer,13.42211225
Rowlf's Tavern,Amber Classic,beer,11.53283923
P3,American Ale,beer,13.03197828
The Silent Woman,Dark,beer,11.5934296
Night Spot,Weissbier,beer,12.20937054
Dugout Inn,Special Pilsner,beer,12.32823651
The Silent Woman,Heather Ale,beer,10.43507066
The Eolian,Framboise,beer,9.714697205
Kelcy's,Creek ESB,beer,10.97460357
The Plumbers Arms,Ginseng Brew,beer,11.39398056
The Aigburth Arms,Mild Ale,beer,11.67517139
Underworld Tavern,Mad Elf,beer,13.4128899
The Elephant,60 Minute IPA,beer,14.31762692
Gallow's End Tavern,Chocolate Indulgence,beer,8.615754266
The Globe and Anchor,Black Label,beer,12.4025626
Lucky Lockup,Dubbel Belgian Abbey Ale,beer,9.051989993
Roulette,Drop Top Amber Ale,beer,11.9712602
Bob's Country Bunker,Dark Lager,beer,13.97832298
Sandbox,Doggie Style Classic Pale Ale,beer,13.00935707
The Kit Kat Klub,Lobotomy Bock,beer,9.419650755
Free the Paedos,Mothership Wit,beer,10.22752745
Snakehole Lounge,Bière Farmhouse Ale,beer,9.422112254
Dagmar,Perros Ale,beer,16.01127678
The Aigburth Arms,Endo IPA,beer,12.24366726
Corrado Italian Bistro,Mothership Wit,beer,14.22752745
Kadie's Club Pecos,Blackout Stout,beer,14.76046639
The Pig and Whistle,Redpoint Ale,beer,11.15221897
Frostfruit Inn,Black Wheat,beer,11.91189271
The Peach Pit,Oscura,beer,12.84694002
Central Perk,Island Pils,beer,10.61506605
The Malt Shovel,Coldfoot Pilsner,beer,9.388347064
Charlie's,Pur Malt,beer,14.22635707
The Rusty Anchor,Noire,beer,14.34416099
The Malt Shovel,Blithering Idiot,beer,8.75647226
The Feathers,Head World Wide Stout,beer,11.12209039
Elfsong Tavern,River Pale Ale,beer,14.46625351
Bob's Country Bunker,Dead Guy Ale,beer,15.83035174
Shooters,Red Tail Ale,beer,14.8744648
Fangtasia,Blond Bock,beer,11.67530946
Levy's,U.S. Pale Ale,beer,14.22625468
The Lamb & Flag,Creek ESB,beer,11.97460357
The Lamb & Flag,Strong Pale Ale,beer,13.81796121
The Malt Shovel,Koelsch,beer,11.22125947
The Brick,Sheep Ale,beer,8.910865811
The Drowned Trout,Kolsch,beer,14.18973924
Duke's Pub,Bear Southern Blonde,beer,12.86963844
Windpeak Inn,Matilda,beer,9.776750482
Table Salt,Beer,beer,15.63541994
The Iron Horse,Extra Stout,beer,11.7160949
The Cat & Fiddle,American Amber Lager,beer,9.249155944
The Silent Woman,Three Philosophers,beer,10.59466986
Daddy Crab Leg's Crab Shack,Straight Arrow Ale,beer,15.06784324
Corrado Italian Bistro,Creamy Dark,beer,15.6491249
Dagmar,UFO Hefeweizen,beer,15.52158971
Four Shields Tavern,Bear Irish Red,beer,12.19918483
The Iron Horse,Pale Rider,beer,11.64523937
Frostfruit Inn,Auburn Ale,beer,10.63551019
Elfsong Tavern,Ale,beer,13.68362194
Rosie's Bar,Chipotle Ale,beer,8.169819239
The Crab Shed,German Style Red Ale,beer,10.87687281
Dino's Bar and Grill,Cliff Hanger Ale,beer,10.36801503
Poor Richard's,Drool Brown Ale,beer,12.68759319
Windpeak Inn,Sawtooth Ale,beer,8.675039607
Maxwell's Nightclub,de Charleroi White Ale,beer,14.89772159
The Shakespeare,Hex Nut Brown Ale,beer,10.91889733
Dugout Inn,Signature Pilsner,beer,12.37171549
The Yellow Flag,Hammerhead Red Ale,beer,9.845795307
The Thorax Bar,Red Tail Ale,beer,10.8744648
Wandin Valley RSL,White Biere,beer,11.74879085
The Winchester Tavern,Bier,beer,10.67460332
Milliway's,Morimoto Black Obi,beer,12.18709489
Kennedy's,London Pride,beer,15.57636677
Louie's,Outlaw Lager,beer,9.297430045
The Winchester Tavern,St. Tankhouse Ale,beer,9.326151605
Charlie's,Fat Tire Amber Ale,beer,13.64250989
The Silent Woman,Baron Ale,beer,10.18135174
Jack Rabbit Slim's,Honker's Ale,beer,14.61276717
The Cat & Fiddle,Endo IPA,beer,9.243667261
The Prancing Pony,Golden Monkey,beer,11.34366814
The Railway Arms,Abbey Ale,beer,8.697147085
Callahan's Place,Australian Best Ale,beer,12.70847724
Fortune Casino,Republic Red Rocket Ale,beer,12.6082831
Cohan's,Rip Curl,beer,11.44357233
The Plumbers Arms,Apple Spice,beer,9.091179594
The King and Queen Tavern,Gold,beer,10.38772189
Tavern of Time,Blue Ribbon,beer,12.71225605
"The Hand & Racquet, East Cheam",Eye Pilsner,beer,13.25455135
Salty Sailor Tavern,Dort,beer,12.14800694
The Peach Pit,Dutch Amber,beer,14.64922613
Kelcy's,He'Brew Jewbelation 13 Bar Mitzvah,beer,10.5195135
Silver,Old Speckled Hen,beer,12.80593185
The Globe and Anchor,Hazelnut Brown Nectar,beer,11.72698446
Bunnys,Munich Dark,beer,14.80682334
The Woolpack,Rugged Trail Nut Brown Ale,beer,13.05268667
The Mucky Duck,Rip Curl,beer,14.44357233
The Ivy Bush,Select,beer,13.23710197
Gallow's End Tavern,Pale Beer,beer,10.14944704
The Cap & Bell,Native Ale,beer,10.78553317
The Snug,Oat Malt Stout,beer,11.76624426
The Count's Arms,Drop Top Amber Ale,beer,12.9712602
Candlehearth Hall,Super Premium Lager,beer,11.19976129
The Eolian,Oscura,beer,9.846940022
The Bannered Mare,Chocolate Porter,beer,13.06384039
Cohan's,Creek ESB,beer,9.974603574
The Iron Horse,Ale,beer,11.68362194
Mr. Pubbs,Damm Daura,beer,10.94252131
Rovers Return Inn,Dry Hopped Saint Rogue Red Ale,beer,13.65920309
Dal Riata,Winter Brew,beer,12.1527265
The Queen Victoria,Saint Bridget's Porter,beer,12.2801891
Crab Shack,Genuine Draft,beer,16.23640342
The King and Queen Tavern,Buck German Alt,beer,11.87699243
Dagmar,Traditional Welsh Ale,beer,15.53141724
The Bamboo Lounge,Golden Pilsner,beer,13.37779021
The Sole Regret,Fried pickles,food,6.7
Elfsong Tavern,Pale Beer,beer,14.14944704
Silver,Lauritz Pilsner,beer,14.66559826
Bob's Country Bunker,Der Weisse Bock,beer,15.76681869
The Tall Ship,Noire,beer,15.34416099
The Old Pink Dog,Pale Rider,beer,13.64523937
The Boom Boom Room,Rip Curl,beer,12.44357233
Cockatoo Inn,Heather Ale,beer,14.43507066
Brady Pub,Winter Lager,beer,12.20383688
Border Watch Inn,Extra Pale Ale,beer,15.76927491
Fangtasia,#5 Gold Beer,beer,9.059712607
Duke's Pub,Sawtooth Ale,beer,12.67503961
Underworld Tavern,Black Spring Double Stout,beer,14.55279665
Talon Bar,Jockamo IPA,beer,14.90495884
Boobies,Winter Amber Ale,beer,13.17179935
Kadie's Club Pecos,Mad Elf,beer,13.4128899
Silver,Witte,beer,12.70001537
Pedro McKinnon,Hefe-weizen,beer,13.69432214
Callahan's Place,Curator Dunkler Doppelbock,beer,14.71609507
The Railway Arms,High Life Light,beer,10.7291037
﻿Ace of Clubs,Kwak,beer,9.730098905
Snakehole Lounge,Mountain Tasmanian Pale Ale,beer,9.569065403
Broome's,Pale Bock,beer,13.10933583
Louie's,Mountain Kolsch,beer,12.77320471
The Cat & Fiddle,Natural Blonde,beer,11.33382584
O'Malley's Bar,Head World Wide Stout,beer,15.12209039
Tabard,Signature Pilsner,beer,14.37171549
Y Deri Arms,Wisconsin Amber,beer,15.59439024
Wonder Bar,Pale Rider,beer,11.64523937
Y Deri Arms,Blackout Stout,beer,14.76046639
The Ivy Bush,Cream Ale,beer,12.28360334
The Bloated Float Inn,Apricot Ale,beer,13.23821202
Y Deri Arms,Bock Beer,beer,13.27639196
The Tall Ship,Raison D'Etre,beer,14.16082053
Brady Pub,Honey Red,beer,12.56215667
Table Salt,Star Wheat Beer,beer,14.99449279
O'Malley's,Rugged Trail Nut Brown Ale,beer,9.052686671
The Crab Shed,Matilda,beer,11.77675048
The Shakespeare,Double Bag Ale,beer,13.95580848
Samoan Joe's,Lobotomy Bock,beer,11.41965075
The Admiral Benbow Inn,Island Wheat,beer,14.85858764
The Pool Hall,La Folie,beer,12.78005201
The Queen Victoria,Celebration Lager,beer,10.70190361
Dugout Inn,River Pale Ale,beer,11.46625351
Braidwood Inn,London Porter,beer,15.57685356
"The Hand & Racquet, East Cheam",London Pride,beer,16.57636677
The Leaky Cauldron,Brau-Weisse,beer,11.07277843
O'Malley's Bar,Brewery Kasteel Donker,beer,15.45954248
Scarlet Raven Tavern,British Ale,beer,9.022517539
Dal Riata,Bourbon Barrel Cherry Stout,beer,12.98085355
The Silver Dollar Saloon,Dunkel Weisse,beer,14.18018985
Windpeak Inn,Irish Lager,beer,10.59427726
The Drowned Trout,Golden Revolution,beer,15.04067764
Snakehole Lounge,Blonde Doppelbock,beer,11.79326622
Cooper's,Black & Tan,beer,10.03745396
Snakehole Lounge,Hen's Tooth,beer,9.236310038
Night Spot,HefeWeizen,beer,10.88743481
The Oak and Crosier,Uber Pils,beer,10.75119071
Wandin Valley RSL,Amber Lager,beer,8.308792112
Table Salt,Best,beer,15.78183144
The Prancing Pony,Butte Porter,beer,9.150556289
The Duke Of Burgundy,Hex Nut Brown Ale,beer,12.91889733
The Globe and Anchor,Raison D'Etre,beer,11.16082053
The Armada Room,Old Numbskull,beer,12.72026033
Shooters,Elf Double Bock,beer,13.38281654
Palace Saloon,Honey Brown,beer,11.19057994
Eden Hall,White Biere,beer,13.74879085
Frostfruit Inn,Hen's Tooth,beer,10.23631004
Windpeak Inn,Pils,beer,10.15047745
Rick's Café Américain,& Barnes Festive Ale,beer,13.88529263
The Count's Arms,Elf Double Bock,beer,11.38281654
The Orange Tree,Autumnal Fire,beer,12.09864778
Paddy's Pub,La Folie,beer,15.78005201
Puzzles,Pub Light Ale,beer,16.39013165
The Brick,Dutch Amber,beer,10.64922613
The Brick,Genuine Pilsner,beer,9.62684827
Poor Richard's,Golden Monkey,beer,13.34366814
The Bada Bing,Pils,beer,12.15047745
Trees Lounge,Bavarian Lager,beer,13.32872313
Scarlet Raven Tavern,Two Women New,beer,11.44041965
Mr. Pubbs,Island Wheat,beer,12.85858764
The Tall Ship,Summer Brew,beer,15.56778006
Border Watch Inn,Honey Ale,beer,16.5161854
The Ballroom,Red Irish Ale,beer,11.47627984
The Bamboo Lounge,Hennepin,beer,12.46547181
Dugout Inn,Maharaja Imperial IPA,beer,12.66184745
Dead Man's Drink,Mom Hefeweizen,beer,8.680879689
Kavanagh's Irish Pub,Moon Man,beer,11.45748689
The Bronze,Rider Ale,beer,10.84649456
Alibi Bar,Hop Wallop,beer,14.39106785
Noah's Bar,Oktoberfest,beer,14.51963075
Rick's Café Américain,Straight Arrow Ale,beer,13.06784324
The Tropicana,Irish Stout,beer,12.4153475
Poison,Wisconsin Amber,beer,15.59439024
Candlehearth Hall,Chill,beer,12.96926641
Cockatoo Inn,Dark,beer,15.5934296
Daddy Crab Leg's Crab Shack,Brown Ale,beer,15.83234763
The Aidensfield Arms,Gold,beer,13.38772189
The Cat & Fiddle,Golden Caramel Lager,beer,9.606055595
Lucky Lockup,Uff-da Bock,beer,10.73244762
The Winchester Tavern,Ice Light,beer,9.740928875
Dagmar,Pilsner,beer,14.67283622
Mad Dog Saloon,Stein Beer,beer,9.078766924
Y Deri Arms,Doppio Malto,beer,15.03926361
The Bada Bing,Imperial Saison,beer,13.9216025
The Winchester Club,Wheat Beer,beer,14.52486496
MacLaren's Pub,Old Scratch Amber Lager,beer,12.03548118
The Earl Of Osbourne,90 Minute Imperial IPA,beer,11.99692124
Mancini's Family Restaurant,Moerlein Select Lager,beer,10.17149254
The Lamb & Flag,Red Jack,beer,13.33124331
The Brick,Original White Ale,beer,8.060525285
The Iron Horse,Canadian,beer,10.68344775
The Kebab & Calculator,Hopfen-Weisse,beer,14.79035825
Puzzles,Coldfoot Pilsner,beer,14.38834706
Bob's Country Bunker,St. Terese's Pale Ale,beer,16.38163605
Joe's,Damm,beer,10.5563461
Poison,Pub Light Ale,beer,16.39013165
Deville,Kaper,beer,11.34217998
The Rusty Anchor,Head World Wide Stout,beer,13.12209039
Wonder Bar,Buckwheat Ale,beer,10.50812651
MacLaren's Pub,Chesterfield Ale,beer,11.27100842
LUX,Coldfoot Pilsner,beer,11.38834706
Jack Rabbit Slim's,Long Iron Bohemian Style Pilsner,beer,11.76029753
The Bloated Float Inn,Copper Ale,beer,12.20480885
SaxonwoldShebeen,Vintage Ale,beer,15.78488259
Poison,Eisphyre,beer,16.40386427
The Bannered Mare,Light Ale,beer,10.63889088
Mama Chow's Fine Dining,Pub Light Ale,beer,13.39013165
Jack's Crocodile Bar,New York Amber,beer,15.62169209
The Cat & Fiddle,Crack'd Wheat,beer,11.4861103
De Rossi's Wine Bar,Chocolate Stout,beer,13.31996597
Essence,Special Pilsner,beer,11.32823651
The Prancing Pony,Head World Wide Stout,beer,11.12209039
Porky's,Weisse,beer,11.61754716
The Duke Of Burgundy,OV,beer,12.48738278
Braidwood Inn,Hat Circus Boy Hefeweizen,beer,13.10390375
The Elephant,471 ESB,beer,12.76663681
The Old Pink Dog,HefeWeizen,beer,13.88743481
Salieri's Bar,Celebration Ale,beer,10.40458406
The Leaky Cauldron,Acker Dark,beer,12.97151722
The Place,Bear Irish Red,beer,11.19918483
Dead Man's Drink,Sour Brown Ale,beer,10.1664484
The Mucky Duck,Koelsch,beer,14.22125947
Rovers Return Inn,Wisconsin Amber,beer,15.59439024
The Globe and Anchor,New York Amber,beer,12.62169209
The Crab Shed,Kellerweis,beer,10.07633031
The Orange Tree,Original White Ale,beer,9.060525285
Cocktails and Dreams,Malzbier,beer,9.135652998
The Sole Regret,Saint Bridget's Porter,beer,11.2801891
The Mucky Duck,Irish Stout Pub Draught,beer,11.56739023
P3,Sea ESB,beer,13.09116878
Palace Saloon,Blanca,beer,13.21078808
O'Malley's Bar,Cherry Stout,beer,13.03500482
Dugout Inn,Dogtoberfest,beer,11.4581757
MacLaren's Pub,Original,beer,11.9099644
Cocktails and Dreams,Helles Lager,beer,10.05353214
The Brick,Holy Grail Ale,beer,9.349056885
Cafe Rene,Blonde French Golden Ale,beer,12.11818117
The Bada Bing,Einbock,beer,11.67393065
Louie's,Tripel Reserve,beer,9.219482228
Rolliver's Inn,Celebration Ale,beer,13.40458406
The Winking Skeever,Pikantus Dunkler Weizenbock,beer,13.87247119
The Broken Stool,Oat Malt Stout,beer,15.76624426
The Rusty Anchor,Malzbier,beer,12.135653
Snakehole Lounge,Double Bag Ale,beer,12.95580848
Poison,Snowplow Milk Stout,beer,15.68547179
Gallow's End Tavern,Clearwater Light,beer,9.098323328
Broken Keel Tavern,American Amber Lager,beer,10.24915594
Candlehearth Hall,Oscura,beer,10.84694002
Central Perk,Golden Caramel Lager,beer,11.6060556
Playaz Club,White,beer,14.58774236
The Drowned Trout,Oak Aged Beer,beer,16.90215827
Cooper's,Honey Ale,beer,13.5161854
Rowlf's Tavern,Two Women New,beer,11.44041965
The Moon Under Water,Ginseng Brew,beer,12.39398056
The Feathers,Nastro Azzurro,beer,10.1133803
The Broken Stool,Bière Farmhouse Ale,beer,13.42211225
Braidwood Inn,Dunkle Weisse,beer,16.78839621
Rolliver's Inn,Bear Ultra Blonde,beer,14.18233341
Dexter Lake Club,Oatmeal Porter,beer,12.64653205
Kelcy's,Honey Red,beer,11.56215667
The Lamb & Flag,Two Hearted Ale,beer,13.81686514
Frostfruit Inn,Golden Pilsner,beer,13.37779021
The Winchester Tavern,Honey Wheat,beer,10.93846131
Crab Shack,Moon Belgian White,beer,13.18087686
Daddy Crab Leg's Crab Shack,K-9 Cruiser Altitude Ale,beer,15.89409586
Mos Eisley Cantina,Winter Lager,beer,11.20383688
The Railway Arms,Winter Brew,beer,8.152726502
Wonder Bar,Chocolate Brown Ale,beer,12.3648855
The Crab Shed,Blanca Nut Brown Al,beer,10.68611222
Maxwell's Nightclub,Moerlein Select Lager,beer,13.17149254
Electric Psychedelic Pussycat Swingers Club,Troegenator Doppelbock,beer,12.76984901
The Mucky Duck,de Bourgogne,beer,12.55281639
Cooper's,Mom Hefeweizen,beer,10.68087969
St. Elmo's Bar,Douglas Ale,beer,13.68174598
The Brass Lantern,Amber Bock,beer,16.60039908
The Boom Boom Room,Gonzo Imperial Porter,beer,9.815243091
Noah's Bar,Snowplow Milk Stout,beer,15.68547179
Alibi Bar,Signature Pilsner,beer,15.37171549
Broken Keel Tavern,Original Munich Lager,beer,9.450759787
Romanoff's,Chocolate Porter,beer,14.06384039
The Plumbers Arms,Bier,beer,10.67460332
The Crazy Cock,Strong Pale Ale,beer,11.81796121
The Crab Shed,All Natural Tripel Blonde Ale,beer,10.86468998
Mancini's Family Restaurant,Genesis Ale,beer,10.28088367
Rosie's Bar,Amber Lager,beer,8.308792112
The Crazy Cock,Hefe-Weisse,beer,8.633780573
P3,Extra Stout,beer,12.7160949
The Silver Dollar Saloon,Mozzarella Sticks,food,11.11
Dead Man's Drink,California IPA,beer,10.77224185
The Earl Of Osbourne,Lobotomy Bock,beer,12.41965075
The Bada Bing,Irish Stout,beer,10.4153475
Kadie's Club Pecos,Traditional,beer,16.21017358
The Admiral Benbow Inn,Ginseng Brew,beer,15.39398056
The Leaky Cauldron,Scottish Ale,beer,12.59014746
McAnally's,Wisconsin Amber,beer,12.59439024
Samoan Joe's,Creek ESB,beer,11.97460357
The Moonrakers,Edel-Pils,beer,10.27459209
Friendsy's,Pheasant,beer,9.454198278
Lusty Leopard,Northern Light Ale,beer,10.42509963
Maccadam's Old Oil House,Summer Ale,beer,13.52467837
